HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),118969,HDFC Growth Fund,Open Ended,Growth,HDFC Growth Fund -Direct Plan - Dividend Option,For new investors  Rs.5000 For existing Rs. 1000,20-Jul-2000,10-Aug-2000,INF179K01VY8INF179K01VZ5
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),100121,HDFC Balanced Fund,Open Ended,Balanced,HDFC Balanced Fund - Dividend Option,For new investors  Rs.5000 For existing Rs. 1000,20-Jul-2000,21-Sep-2000,INF179K01376INF179K01384
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),100122,HDFC Balanced Fund,Open Ended,Balanced,HDFC Balanced Fund - Growth Option,For new investors  Rs.5000 For existing Rs. 1000,20-Jul-2000,21-Sep-2000,INF179K01392
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),118932,HDFC Balanced Fund,Open Ended,Balanced,HDFC Balanced Fund -Direct Plan - Dividend Option,For new investors  Rs.5000 For existing Rs. 1000,20-Jul-2000,21-Sep-2000,INF179K01UX2INF179K01UY0
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),118933,HDFC Balanced Fund,Open Ended,Balanced,HDFC Balanced Fund -Direct Plan - Growth Option,For new investors  Rs.5000 For existing Rs. 1000,20-Jul-2000,21-Sep-2000,INF179K01UZ7
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),100123,HDFC Income Fund,Open Ended,Income,HDFC Income Fund- Quarterly Dividend Option,REFER SID,11-Sep-2000,,INF179K01947INF179K01954
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),100124,HDFC Income Fund,Open Ended,Income,HDFC Income Fund-Growth,REFER SID,11-Sep-2000,,INF179K01962
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),100125,HDFC Income Fund,Open Ended,Income,HDFC Income Fund-Premium Plan Dividend,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),100126,HDFC Income Fund,Open Ended,Income,HDFC Income Fund-Premium Plus Dividend,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),100127,HDFC Income Fund,Open Ended,Income,HDFC Income Fund-Premium Plus Growth,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),100128,HDFC Income Fund,Open Ended,Income,HDFC Income Fund-Premium Plan Growth,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),100129,HDFC Income Fund,Open Ended,Income,HDFC Income Fund-Premium Plus Growth,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),100130,HDFC Income Fund,Open Ended,Income,HDFC Income Fund-Premium Plus Dividend,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),119068,HDFC Income Fund,Open Ended,Income,HDFC Income Fund -Direct Plan - Quarterly Dividend Option,REFER SID,11-Sep-2000,,INF179K01WJ7INF179K01WK5
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),119069,HDFC Income Fund,Open Ended,Income,HDFC Income Fund -Direct Plan - Growth Option,REFER SID,11-Sep-2000,,INF179K01WL3
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),133365,HDFC Income Fund,Open Ended,Income,HDFC Income Fund - Direct Plan - Normal Dividend Option,REFER SID,11-Sep-2000,,INF179KA1Q12
HDFC Asset Management Company Limited (Corporate Identification Number - U65991MH1999PLC123027),133366,HDFC Income Fund,Open Ended,Income,HDFC Income Fund - Regular Plan - Normal Dividend Option,REFER SID,11-Sep-2000,,INF179KA1Q38
Principal Pnb Asset Management Co. Pvt. Ltd.,100152,Principal Index Fund - Nifty,Open Ended,Growth,Principal Index Fund-Dividend,Rs. 5000,16-Jun-1999,,INF173K01AH0INF173K01AI8
Principal Pnb Asset Management Co. Pvt. Ltd.,100153,Principal Index Fund - Nifty,Open Ended,Growth,Principal Index Fund-Growth,Rs. 5000,16-Jun-1999,,INF173K01AG2
Principal Pnb Asset Management Co. Pvt. Ltd.,119487,Principal Index Fund - Nifty,Open Ended,Growth,Principal Index Fund- Nifty- Direct Plan - Dividend Option,Rs. 5000,16-Jun-1999,,INF173K01EW1INF173K01EX9
Principal Pnb Asset Management Co. Pvt. Ltd.,119488,Principal Index Fund - Nifty,Open Ended,Growth,Principal Index Fund- Nifty - Direct Plan - Growth Option,Rs. 5000,16-Jun-1999,,INF173K01EZ4
